"gene_id"	"adj.pval"	"iso"	"gene"	"GO"	"kog"	"chr"	"start"	"end"
"comp51273_c0_seq1"	3.93321402733489e-06	"isogroup51273"	NA	NA	NA	"Segkk1157_pilon"	74222	74595
"comp11966_c0_seq1"	3.94447071447876e-06	"isogroup11966"	NA	NA	NA	"Segkk4335_pilon"	9098	10128
"comp90331_c0_seq1"	3.94447071447876e-06	"isogroup90331"	NA	NA	NA	"Segkk2924_pilon"	563050	563331
"comp58875_c0_seq1"	3.99046040374424e-06	"isogroup58875"	"Gamma tubulin"	"GO:0005198;GO:0005874;GO:0007018"	"Cytoskeleton"	"Segkk1749_pilon"	53002	53389
"comp2517_c0_seq1"	4.07539783588783e-06	"isogroup2517"	"cadherin EGF LAG seven-pass G-type receptor 1 (flamingo) E=3e-119"	NA	NA	"Segkk1553_pilon"	24693	49954
"comp22095_c0_seq1"	4.15975916582497e-06	"isogroup22095"	"NLR family CARD domain-containing protein 4 E=7e-11"	NA	NA	"Segkk97_pilon"	12823	14889
"comp9775_c0_seq1"	4.33973635565974e-06	"isogroup9775"	"Transcription initiation factor TFIID, subunit TAF7 ; transcription initiation factor TFIID subunit 7 E=1e-96"	"GO:0003700;GO:0005634;GO:0045449;GO:0016251"	"Transcription"	"Segkk3697_pilon"	643	9815
"comp34097_c0_seq1"	4.40500053164557e-06	"isogroup34097"	NA	NA	NA	"Segkk786_pilon"	92473	94524
"comp2325_c0_seq1"	4.78422572587375e-06	"isogroup2325"	"FOG: Predicted E3 ubiquitin ligase ; E3 ubiquitin-protein ligase RNF128 [EC:6.3.2.19] E=4e-123"	"GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0006508;GO:0008233;GO:0010992"	"Posttranslational modification, protein turnover, chaperones"	"Segkk922_pilon"	3299	11399
"comp11628_c0_seq1"	4.88537890312373e-06	"isogroup11628"	"LAMMER dual specificity kinases"	"GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605"	"Signal transduction mechanisms"	"Segkk4217_pilon"	35414	36991
"comp24757_c0_seq1"	4.88537890312373e-06	"isogroup24757"	NA	NA	NA	"Segkk1684_pilon"	8278	47968
"comp26058_c0_seq1"	4.88537890312373e-06	"isogroup26058"	NA	NA	NA	"Segkk826_pilon"	2959	3520
"comp85798_c0_seq1"	4.96997135187352e-06	"isogroup85798"	"TPR-containing nuclear phosphoprotein that regulates K(+) uptake"	"GO:0000009;GO:0000026;GO:0000030;GO:0000033;GO:0003980;GO:0004376;GO:0004576;GO:0004583;GO:0008375;GO:0008376;GO:0008378;GO:0008417;GO:0008921;GO:0016253;GO:0016758;GO:0016759;GO:0018715;GO:0018716;GO:0018717;GO:0018718;GO:0019112;GO:0019187;GO:0042281;GO:0042283;GO:0046527;GO:0046920;GO:0046921"	"Inorganic ion transport and metabolism"	"Segkk2291_pilon"	7135	8130
"comp6866_c0_seq1"	5.109263418309e-06	"isogroup6866"	"Phenylalanyl-tRNA synthetase beta subunit ; phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20] E=3e-126"	"GO:0004826;GO:0005524;GO:0005737;GO:0006432;GO:0009328"	"Translation, ribosomal structure and biogenesis"	"Segkk3900_pilon"	471818	497005
"comp8937_c0_seq1"	5.21653810152096e-06	"isogroup8937"	NA	NA	NA	"Segkk3904_pilon"	43787	44755
"comp470_c0_seq1"	5.41628158546774e-06	"isogroup470"	"F0F1-type ATP synthase, beta subunit ; F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] E=2e-32"	"GO:0005524;GO:0015986;GO:0016469;GO:0046933;GO:0046961;GO:0006754;GO:0000166;GO:0017111;GO:0008553;GO:0016021;GO:0045255;GO:0003936"	"Energy production and conversion"	"Segkk2875_pilon"	80071	85373
"comp6707_c0_seq1"	5.71575297348779e-06	"isogroup6707"	NA	NA	NA	"Segkk968_pilon"	603729	604780
"comp14263_c0_seq1"	5.82212506856172e-06	"isogroup14263"	"Kinase A-anchor protein Neurobeachin and related BEACH and WD40 repeat proteins ; periodic tryptophan protein 2 E=2e-105"	NA	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk1907_pilon"	31682	45336
"comp2723_c0_seq1"	5.82212506856172e-06	"isogroup2723"	"Vacuolar H+-ATPase V1 sector, subunit H ; V-type H+-transporting ATPase 54 kD subunit [EC:3.6.3.14] E=3e-121"	"GO:0000221;GO:0000300;GO:0005524;GO:0015986;GO:0046933;GO:0046961"	"Energy production and conversion"	"Segkk2994_pilon"	26686	39983
"comp52800_c0_seq1"	6.48198604129785e-06	"isogroup52800"	NA	NA	NA	"Segkk674_pilon"	139080	139343
"comp19364_c0_seq1"	6.91806372052812e-06	"isogroup19364"	"Low-density lipoprotein receptors containing Ca2+-binding EGF-like domains"	NA	"Signal transduction mechanisms"	"Segkk1415_pilon"	57617	63683
"comp4706_c0_seq1"	7.19273196424115e-06	"isogroup4706"	NA	NA	NA	"Segkk820_pilon"	222977	285258
"comp23018_c0_seq1"	7.35923903139672e-06	"isogroup23018"	"Uncharacterized conserved protein, contains C1, PH and RUN domains"	NA	"Signal transduction mechanisms"	"Segkk4036_pilon"	136917	143829
"comp8195_c0_seq1"	7.63975304278054e-06	"isogroup8195"	"Alpha-macroglobulin ; complement component 4 E=4e-18"	"GO:0001584;GO:0007186;GO:0016021;GO:0000160;GO:0003677;GO:0006355;GO:0002226;GO:0009682"	"Posttranslational modification, protein turnover, chaperones"	"Segkk3290_pilon"	190340	215402
"comp7535_c0_seq1"	8.08408848228541e-06	"isogroup7535"	NA	NA	NA	"Segkk3639_pilon"	12114	20945
"comp46293_c0_seq1"	8.2577160197434e-06	"isogroup46293"	NA	NA	NA	"Segkk1404_pilon"	52255	58065
"comp86590_c0_seq1"	8.61384689624695e-06	"isogroup86590"	NA	NA	NA	"Segkk2011_pilon"	36399	170580
"comp66699_c0_seq1"	9.17671881736037e-06	"isogroup66699"	NA	NA	NA	"Segkk3417_pilon"	217270	217603
"comp14936_c0_seq1"	9.50773625048937e-06	"isogroup14936"	NA	NA	NA	"Segkk3870_pilon"	20229	21362
"comp32175_c0_seq1"	9.64508766498436e-06	"isogroup32175"	"FOG: Reverse transcriptase"	NA	NA	"Segkk120_pilon"	23862	24218
"comp46593_c0_seq1"	9.64508766498436e-06	"isogroup46593"	"Involved in anesthetic response in C.elegans"	NA	NA	"Segkk2751_pilon"	69227	70168
"comp22053_c0_seq1"	9.9049455702669e-06	"isogroup22053"	NA	NA	NA	"Segkk3218_pilon"	147420	147558
"comp32560_c0_seq1"	9.97911140844272e-06	"isogroup32560"	NA	NA	NA	"Segkk3405_pilon"	30888	31659
"comp1410_c0_seq1"	1.05785688271665e-05	"isogroup1410"	"Splicing factor hnRNP-F and related RNA-binding proteins ; heterogeneous nuclear ribonucleoprotein F/H E=1e-143"	"GO:0003676"	"RNA processing and modification "	"Segkk3028_pilon"	18075	30248
"comp7447_c0_seq1"	1.06596776112769e-05	"isogroup7447"	NA	NA	NA	"Segkk1616_pilon"	93152	93693
"comp3425_c0_seq1"	1.06862748046166e-05	"isogroup3425"	"Lipid exporter ABCA1 and related proteins, ABC superfamily ; ATP-binding cassette, subfamily A (ABC1), member 3 E=4e-129"	"GO:0005524;GO:0016887;GO:0000166;GO:0017111"	"Lipid transport and metabolism"	"Segkk2826_pilon"	42143	61542
"comp3964_c0_seq1"	1.07646725515337e-05	"isogroup3964"	"Glycine/serine hydroxymethyltransferase ; glycine hydroxymethyltransferase [EC:2.1.2.1] E=2e-10"	"GO:0004372;GO:0006544;GO:0006563"	"Amino acid transport and metabolism"	"Segkk3267_pilon"	31572	33965
"comp8154_c0_seq1"	1.07646725515337e-05	"isogroup8154"	"mRNA export protein (contains WD40 repeats) ; cell cycle arrest protein BUB3 E=6e-39"	"GO:0016251"	"RNA processing and modification "	"Segkk3700_pilon"	39981	48622
"comp41053_c0_seq1"	1.12420223306421e-05	"isogroup41053"	NA	NA	NA	"Segkk1958_pilon"	29212	34168
"comp4694_c0_seq1"	1.13873105030537e-05	"isogroup4694"	NA	NA	NA	"Segkk1502_pilon"	1060	4980
"comp54007_c0_seq1"	1.16348808878178e-05	"isogroup54007"	NA	NA	NA	"Segkk2182_pilon"	66707	67696
"comp26214_c0_seq1"	1.18143378967969e-05	"isogroup26214"	NA	NA	NA	"Segkk3940_pilon"	428868	433826
"comp11479_c0_seq1"	1.2535422592575e-05	"isogroup11479"	"FOG: Immunoglobin and related proteins ; limbic system-associated membrane protein E=4e-70"	"GO:0005001"	"Inorganic ion transport and metabolism"	"Segkk2089_pilon"	82870	83927
"comp41978_c0_seq1"	1.29669790197028e-05	"isogroup41978"	"Translesion DNA polymerase - REV1 deoxycytidyl transferase ; DNA repair protein REV1 [EC:2.7.7.-] E=5e-132"	"GO:0006281;GO:0005622;GO:0003720;GO:0003724;GO:0003896;GO:0004779;GO:0008192;GO:0008193;GO:0008723;GO:0008905;GO:0016779;GO:0017103;GO:0003887;GO:0003889;GO:0003890;GO:0003891;GO:0003893;GO:0003894;GO:0003895;GO:0015999;GO:0016000;GO:0016448;GO:0016449;GO:0016450;GO:0016451;GO:0016452;GO:0019984;GO:0019986"	"Replication, recombination and repair"	"Segkk3900_pilon"	221751	223530
"comp72802_c0_seq1"	1.31174035136302e-05	"isogroup72802"	"Fibrillins and related proteins containing Ca2+-binding EGF-like domains ; UDP-N-acetylglucosamine-lysosomal-enzyme [EC:2.7.8.17] E=1e-14"	"GO:0016020;GO:0030154;GO:0005509;GO:0005634;GO:0008134;GO:0003976"	"Signal transduction mechanisms"	"Segkk1181_pilon"	69030	69383
"comp77040_c0_seq1"	1.31174035136302e-05	"isogroup77040"	NA	NA	NA	"Segkk3782_pilon"	246427	246632
"comp5127_c0_seq1"	1.32371059601936e-05	"isogroup5127"	"Dystroglycan ; dystroglycan 1 E=3e-137"	"GO:0005509;GO:0005515;GO:0016011"	"Extracellular structures"	"Segkk60_pilon"	240891	243797
"comp36241_c0_seq1"	1.3511431033032e-05	"isogroup36241"	NA	NA	NA	"Segkk4061_pilon"	3868	11439
"comp37161_c0_seq1"	1.35552159618567e-05	"isogroup37161"	NA	NA	NA	"Segkk493_pilon"	6454	11126
"comp76231_c0_seq1"	1.36334764512937e-05	"isogroup76231"	NA	NA	NA	"Segkk374_pilon"	126609	127700
"comp23347_c0_seq1"	1.37077767215927e-05	"isogroup23347"	"Cytochrome P450 CYP4/CYP19/CYP26 subfamilies ; cytochrome P450, family 46, subfamily A (cholesterol 24(S)-hydroxylase) [EC:1.14.13.98] E=5e-122"	"GO:0006118;GO:0004497;GO:0016705;GO:0018585;GO:0018586;GO:0018587;GO:0018588;GO:0018589;GO:0018590;GO:0018591;GO:0018592;GO:0018593;GO:0018594;GO:0018595;GO:0018596;GO:0018597;GO:0018598;GO:0018599;GO:0018600;GO:0018601"	"Lipid transport and metabolism"	"Segkk3644_pilon"	32350	42870
"comp63272_c0_seq1"	1.38372845580102e-05	"isogroup63272"	NA	NA	NA	"Segkk2390_pilon"	71587	76847
"comp36370_c0_seq1"	1.41092653537454e-05	"isogroup36370"	"polycystin 1L2 E=3e-11"	NA	NA	"Segkk2595_pilon"	18679	19421
"comp6586_c0_seq1"	1.43776095870473e-05	"isogroup6586"	"Uncharacterized conserved protein"	NA	NA	"Segkk2596_pilon"	448731	457416
"comp13016_c0_seq1"	1.5361075824674e-05	"isogroup13016"	"Vacuolar sorting protein VPS45/Stt10 (Sec1 family) ; vacuolar protein sorting-associated protein 45 E=1e-08"	"GO:0006904;GO:0016192"	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk3192_pilon"	429568	440170
"comp25231_c0_seq1"	1.5497147973484e-05	"isogroup25231"	NA	NA	NA	"Segkk555_pilon"	50060	51444
"comp4351_c0_seq1"	1.63672562308388e-05	"isogroup4351"	"Carnitine O-acyltransferase CPTI ; carnitine O-acetyltransferase [EC:2.3.1.7] E=2e-82"	"GO:0008415;GO:0004095;GO:0004092;GO:0004093;GO:0004094"	"Lipid transport and metabolism"	"Segkk3106_pilon"	268	22900
"comp22846_c0_seq1"	1.70837399457099e-05	"isogroup22846"	"Transcription regulator XNP/ATRX, DEAD-box superfamily"	NA	"Transcription"	"Segkk1587_pilon"	31187	96901
"comp55090_c0_seq1"	1.77198108050986e-05	"isogroup55090"	NA	NA	NA	"Segkk637_pilon"	27683	27999
"comp32314_c0_seq1"	1.8692807485858e-05	"isogroup32314"	"Nucleoside transporter"	"GO:0005337;GO:0006810;GO:0016020"	"Nucleotide transport and metabolism"	"Segkk3905_pilon"	83973	87624
"comp23880_c0_seq1"	1.89163992603303e-05	"isogroup23880"	"RNA polymerase II, large subunit"	"GO:0003677;GO:0005665;GO:0006366;GO:0003899;GO:0005634;GO:0006350;GO:0003900;GO:0003901;GO:0003902"	"Transcription"	"Segkk3395_pilon"	69730	77770
"comp11509_c0_seq1"	1.93582247339029e-05	"isogroup11509"	"Protein tyrosine phosphatase ; roundabout, axon guidance receptor 3 E=8e-33"	"GO:0004725;GO:0006470;GO:0004721;GO:0005001"	"Signal transduction mechanisms"	"Segkk3139_pilon"	69931	76882
"comp50271_c0_seq1"	1.95465888918028e-05	"isogroup50271"	NA	NA	NA	"Segkk866_pilon"	31912	32240
"comp10484_c0_seq1"	1.98754570303795e-05	"isogroup10484"	NA	NA	NA	"Segkk4267_pilon"	264118	265365
"comp5066_c0_seq1"	2.03867076915581e-05	"isogroup5066"	"immunity-related GTPase family M protein [EC:3.6.5.-] E=2e-114"	"GO:0002226;GO:0009682"	NA	"Segkk4056_pilon"	1173	3674
"comp60634_c0_seq1"	2.09018295337145e-05	"isogroup60634"	"AAA ATPase containing von Willebrand factor type A (vWA) domain ; midasin E=1e-30"	"GO:0000166;GO:0017111"	NA	"Segkk3979_pilon"	256689	256965
"comp4692_c0_seq1"	2.12107045889719e-05	"isogroup4692"	"Neural adherens junction protein Plakophilin and related Armadillo repeat proteins ; catenin (cadherin-associated protein), delta 1 E=7e-106"	NA	"Signal transduction mechanisms"	"Segkk1796_pilon"	12069	22877
"comp44002_c0_seq1"	2.14957568210124e-05	"isogroup44002"	NA	NA	NA	"Segkk3121_pilon"	46934	61389
"comp72121_c0_seq1"	2.14957568210124e-05	"isogroup72121"	NA	NA	NA	"Segkk1221_pilon"	2171	2333
"comp7281_c0_seq1"	2.18461537609611e-05	"isogroup7281"	"Calcium/calmodulin-dependent serine protein kinase/membrane-associated guanylate kinase ; membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5) E=1e-71"	"GO:0005515;GO:0004684;GO:0004685;GO:0005954"	"Signal transduction mechanisms"	"Segkk2624_pilon"	28028	52654
"comp24995_c0_seq1"	2.2363555064664e-05	"isogroup24995"	NA	NA	NA	"Segkk3643_pilon"	286305	286505
"comp18543_c0_seq1"	2.31717035966766e-05	"isogroup18543"	"DNA helicase ; helicase required for RNAi-mediated heterochromatin assembly 1 [EC:3.6.4.13] E=3e-26"	"GO:0005554;GO:0004289;GO:0006508;GO:0003676"	"Replication, recombination and repair"	"Segkk4082_pilon"	5803	18481
"comp3227_c0_seq1"	2.31717035966766e-05	"isogroup3227"	"Chaperonin complex component, TCP-1 gamma subunit (CCT3) ; T-complex protein 1 subunit epsilon E=3e-144"	"GO:0005515;GO:0005524;GO:0044267;GO:0003763"	"Posttranslational modification, protein turnover, chaperones"	"Segkk3497_pilon"	125582	137851
"comp68110_c0_seq1"	2.39751347267056e-05	"isogroup68110"	NA	NA	NA	"Segkk1607_pilon"	86446	95653
"comp36393_c0_seq1"	2.44227094390142e-05	"isogroup36393"	NA	NA	NA	"Segkk1996_pilon"	152992	157850
"comp11581_c0_seq1"	2.50719998136043e-05	"isogroup11581"	"Transcription factor NF-X1, contains NFX-type Zn2+-binding and R3H domains ; transcriptional repressor NF-X1 [EC:6.3.2.-] E=2e-21"	"GO:0003700;GO:0005634;GO:0006355"	"Transcription"	"Segkk3858_pilon"	109675	112500
"comp8203_c0_seq1"	2.50719998136043e-05	"isogroup8203"	"Uncharacterized conserved protein"	NA	NA	"Segkk3116_pilon"	20388	22941
"comp3107_c0_seq1"	2.51037187881823e-05	"isogroup3107"	"Rab3 GTPase-activating protein, non-catalytic subunit"	"GO:0016020"	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk4095_pilon"	20781	42920
"comp19932_c0_seq1"	2.58502450987436e-05	"isogroup19932"	NA	NA	NA	"Segkk757_pilon"	9832	20374
"comp19453_c0_seq1"	2.59345428420557e-05	"isogroup19453"	"Projectin/twitchin and related proteins"	NA	"Cytoskeleton"	"Segkk943_pilon"	49864	52082
"comp1459_c0_seq1"	2.62511168951638e-05	"isogroup1459"	"Prohibitin-like protein"	NA	"Posttranslational modification, protein turnover, chaperones"	"Segkk4186_pilon"	29140	36037
"comp37182_c0_seq1"	2.69273393183591e-05	"isogroup37182"	NA	NA	NA	"Segkk2633_pilon"	88155	88458
"comp2426_c0_seq1"	2.71291680004992e-05	"isogroup2426"	"60 kDa SS-A/Ro ribonucleoprotein E=2e-138"	NA	NA	"Segkk862_pilon"	0	6366
"comp3246_c0_seq1"	2.71291680004992e-05	"isogroup3246"	NA	NA	NA	"Segkk2616_pilon"	10489	12108
"comp69417_c0_seq1"	2.71291680004992e-05	"isogroup69417"	NA	NA	NA	"Segkk1415_pilon"	46656	46854
"comp4363_c0_seq1"	2.77512017260856e-05	"isogroup4363"	"Ubiquitin C-terminal hydrolase ; ubiquitin carboxyl-terminal hydrolase 4/11/15 [EC:3.1.2.15] E=4e-53"	"GO:0004197;GO:0004221;GO:0006511;GO:0007268;GO:0048167"	"Posttranslational modification, protein turnover, chaperones"	"Segkk2201_pilon"	421408	430354
"comp32403_c0_seq1"	2.79501287764345e-05	"isogroup32403"	"Nidogen and related basement membrane protein proteins ; thyroglobulin E=3e-13"	NA	"Cell wall/membrane/envelope biogenesis"	"Segkk1692_pilon"	47563	49582
"comp27138_c0_seq1"	2.80305624355868e-05	"isogroup27138"	NA	NA	NA	"Segkk871_pilon"	18813	23197
"comp4628_c0_seq1"	2.80305624355868e-05	"isogroup4628"	"Inositol polyphosphate 5-phosphatase and related proteins ; inositol polyphosphate-5-phosphatase E=2e-125"	"GO:0034485"	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk411_pilon"	5276	30001
"comp7293_c0_seq1"	2.80838310367947e-05	"isogroup7293"	"Serine/threonine protein kinase ; SFRS protein kinase [EC:2.7.11.1] E=6e-156"	"GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557"	"Signal transduction mechanisms"	"Segkk2311_pilon"	81173	98625
"comp13030_c0_seq1"	2.8512865107551e-05	"isogroup13030"	"L-type voltage-dependent Ca2+ channel, alpha2/delta subunit ; voltage-dependent calcium channel alpha-2/delta-1 E=3e-48"	"GO:0005245"	"Inorganic ion transport and metabolism"	"Segkk1295_pilon"	41005	62077
"comp50662_c0_seq1"	2.91243673459495e-05	"isogroup50662"	NA	NA	NA	"Segkk1157_pilon"	77283	77992
"comp22978_c0_seq1"	2.96640327931715e-05	"isogroup22978"	"Nuclear pore complex, Nup133 component (sc Nup133)"	"GO:0005215;GO:0005643;GO:0050658"	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk2737_pilon"	166799	173744
"comp4485_c0_seq1"	3.03959885856004e-05	"isogroup4485"	"Extracellular protein SEL-1 and related proteins"	NA	"Posttranslational modification, protein turnover, chaperones"	"Segkk1295_pilon"	168391	174114
"comp36958_c0_seq1"	3.22389697512603e-05	"isogroup36958"	NA	NA	NA	"Segkk3565_pilon"	2223	2655
"comp19867_c0_seq1"	3.2723238440338e-05	"isogroup19867"	"Serine/threonine kinase receptor-associated protein ; protein HIRA/HIR1 E=1e-06"	NA	"Lipid transport and metabolism"	"Segkk1998_pilon"	43368	56027
"comp8088_c0_seq1"	3.30625024556444e-05	"isogroup8088"	"Tetraspanin family integral membrane protein"	"GO:0016021"	NA	"Segkk1428_pilon"	55472	60035
"comp8146_c0_seq1"	3.31079528492686e-05	"isogroup8146"	NA	NA	NA	"Segkk2863_pilon"	57860	59881
"comp43498_c0_seq1"	3.34151576848427e-05	"isogroup43498"	NA	NA	NA	"Segkk1438_pilon"	87498	177394
"comp26741_c0_seq1"	3.35331015236197e-05	"isogroup26741"	"Ca2+-binding actin-bundling protein (actinin), alpha chain (EF-Hand protein superfamily) ; dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide E=1e-05"	NA	"Cytoskeleton"	"Segkk739_pilon"	22619	28425
"comp17610_c0_seq1"	3.43527815502827e-05	"isogroup17610"	"Molecular co-chaperone STI1"	"GO:0019825"	"Posttranslational modification, protein turnover, chaperones"	"Segkk3579_pilon"	7822	22263
"comp71266_c0_seq1"	3.43527815502827e-05	"isogroup71266"	"Beta-galactosidase ; beta-galactosidase [EC:3.2.1.23] E=3e-28"	"GO:0004565;GO:0005975;GO:0009341"	"Carbohydrate transport and metabolism"	"Segkk1478_pilon"	176164	190837
"comp35498_c0_seq1"	3.65148237375681e-05	"isogroup35498"	"ATP-dependent DNA helicase ; ATP-dependent DNA helicase Q5 [EC:3.6.4.12] E=9e-126"	"GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0006259"	"Replication, recombination and repair"	"Segkk1430_pilon"	45224	59170
"comp19785_c0_seq1"	3.66426537332806e-05	"isogroup19785"	"BTK-associated SH3-domain binding protein SAB"	NA	"Signal transduction mechanisms"	"Segkk4303_pilon"	123797	125942
"comp29043_c0_seq1"	3.88427572926211e-05	"isogroup29043"	NA	NA	NA	"Segkk524_pilon"	544228	548849
"comp17603_c0_seq1"	3.92011376809283e-05	"isogroup17603"	"Protein tyrosine kinase ; testis-specific kinase 2 [EC:2.7.12.1] E=7e-37"	"GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0005515;GO:0008270;GO:0004674;GO:0005003"	"Signal transduction mechanisms"	"Segkk3241_pilon"	30830	52319
"comp36771_c0_seq1"	3.96571388148003e-05	"isogroup36771"	NA	NA	NA	"Segkk641_pilon"	300837	301104
"comp46318_c0_seq1"	4.03389657982315e-05	"isogroup46318"	"Serine palmitoyltransferase ; serine palmitoyltransferase [EC:2.3.1.50] E=7e-48"	"GO:0008152;GO:0016740;GO:0009058;GO:0016769;GO:0004758;GO:0017059"	"Posttranslational modification, protein turnover, chaperones"	"Segkk3741_pilon"	150360	159510
"comp10441_c0_seq1"	4.28485312044086e-05	"isogroup10441"	"Cdc4 and related F-box and WD-40 proteins ; F-box and WD-40 domain protein 2 E=5e-120"	"GO:0016905"	NA	"Segkk1362_pilon"	4261	16656
"comp9670_c0_seq1"	4.34453071722364e-05	"isogroup9670"	NA	NA	NA	"Segkk2061_pilon"	189089	192202
"comp5190_c0_seq1"	4.38837048714437e-05	"isogroup5190"	NA	NA	NA	"Segkk1424_pilon"	148174	153999
"comp93189_c0_seq1"	4.38837048714437e-05	"isogroup93189"	NA	NA	NA	"Segkk1478_pilon"	337285	337567
"comp21892_c0_seq1"	4.39507125734934e-05	"isogroup21892"	"3-5 exonuclease ; interferon-stimulated gene 20 kDa protein [EC:3.1.13.1] E=7e-58"	"GO:0004527;GO:0005622;GO:0008310"	"Replication, recombination and repair"	"Segkk1984_pilon"	38268	44316
"comp35312_c0_seq1"	4.4066045276194e-05	"isogroup35312"	"maltase-glucoamylase [EC:3.2.1.20 3.2.1.3] E=5e-45"	"GO:0004558;GO:0004339"	NA	"Segkk78_pilon"	17695	18208
"comp19849_c0_seq1"	4.54200036737958e-05	"isogroup19849"	"Basement membrane-specific heparan sulfate proteoglycan (HSPG) core protein"	NA	"Posttranslational modification, protein turnover, chaperones"	"Segkk2109_pilon"	452466	458551
"comp22849_c0_seq1"	4.57748842416269e-05	"isogroup22849"	"FOG: Immunoglobin and related proteins ; neuronal growth regulator 1 E=4e-60"	NA	"Inorganic ion transport and metabolism"	"Segkk2574_pilon"	48629	65919
"comp27204_c0_seq1"	4.60937062974527e-05	"isogroup27204"	"Predicted RNA-binding protein, contains KH domains"	NA	"RNA processing and modification "	"Segkk2550_pilon"	159151	163022
"comp79566_c0_seq1"	4.67341490400636e-05	"isogroup79566"	NA	NA	NA	"Segkk1616_pilon"	93827	94171
"comp18681_c0_seq1"	4.70807965863113e-05	"isogroup18681"	"Predicted forkhead transcription factor"	"GO:0003677;GO:0005634"	"Transcription"	"Segkk1332_pilon"	89331	102697
"comp63988_c0_seq1"	4.72058395288437e-05	"isogroup63988"	"ATP-dependent DNA helicase ; werner syndrome ATP-dependent helicase [EC:3.6.4.12] E=6e-25"	"GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0006259"	"Replication, recombination and repair"	"Segkk4043_pilon"	244898	245145
"comp5433_c0_seq1"	4.85278506585719e-05	"isogroup5433"	"Aryl-hydrocarbon receptor nuclear translocator ; hypoxia-inducible factor 1 beta E=5e-162"	"GO:0004871;GO:0007165;GO:0003700;GO:0005634;GO:0006355;GO:0017162"	"Transcription"	"Segkk190_pilon"	162208	173915
"comp6893_c0_seq1"	4.86750479770543e-05	"isogroup6893"	"Transcription regulator XNP/ATRX, DEAD-box superfamily"	"GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605"	"Transcription"	"Segkk4220_pilon"	89290	116685
"comp91788_c0_seq1"	4.8863632159206e-05	"isogroup91788"	NA	NA	NA	"Segkk4360_pilon"	13660	19347
"comp3094_c0_seq1"	4.95288835341012e-05	"isogroup3094"	"Zn-finger transcription factor ; protein inhibitor of activated STAT E=3e-71"	"GO:0008270;GO:0019789"	"Transcription"	"Segkk470_pilon"	128756	140959
"comp38489_c0_seq1"	5.13396052224471e-05	"isogroup38489"	"Uncharacterized conserved protein"	NA	NA	"Segkk96_pilon"	35523	37471
"comp16062_c0_seq1"	5.4243326789277e-05	"isogroup16062"	"Predicted lipase/calmodulin-binding heat-shock protein ; sn1-specific diacylglycerol lipase alpha [EC:3.1.1.-] E=1e-121"	"GO:0004806;GO:0006629;GO:0003824"	"Lipid transport and metabolism"	"Segkk2723_pilon"	229617	242592
"comp13092_c0_seq1"	5.74132462771525e-05	"isogroup13092"	"Uncharacterized conserved protein"	NA	NA	"Segkk4108_pilon"	176319	191224
"comp13506_c0_seq1"	5.78944304711709e-05	"isogroup13506"	NA	NA	NA	"Segkk3167_pilon"	176668	179837
"comp12244_c0_seq1"	5.81350899163639e-05	"isogroup12244"	NA	NA	NA	"Segkk2532_pilon"	6089	6436
"comp18047_c0_seq1"	5.86552606321848e-05	"isogroup18047"	NA	NA	NA	"Segkk4314_pilon"	1521	1795
"comp9364_c0_seq1"	5.86921708099371e-05	"isogroup9364"	"polycystin 1 E=7e-15"	NA	"Signal transduction mechanisms"	"Segkk1235_pilon"	135873	171754
"comp16469_c0_seq1"	5.88309524627689e-05	"isogroup16469"	"Golgi transport complex subunit"	NA	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk1646_pilon"	11308	17568
