"gene_id"	"adj.pval"	"iso"	"gene"	"GO"	"kog"	"chr"	"start"	"end"
"comp7511_c0_seq1"	4.67983234678307e-05	"isogroup7511"	"Neurexin IV ; coagulation factor V (labile factor) E=2e-84"	"GO:0007155;GO:0031419;GO:0002226;GO:0042381"	"Signal transduction mechanisms"	"Segkk3201_pilon"	113730	121398
"comp6893_c0_seq1"	4.72330266173259e-05	"isogroup6893"	"Transcription regulator XNP/ATRX, DEAD-box superfamily"	"GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605"	"Transcription"	"Segkk4220_pilon"	89290	116685
"comp4003_c0_seq1"	4.72646782709507e-05	"isogroup4003"	"LRR-containing protein ; NACHT, LRR and PYD domains-containing protein 3 E=1e-170"	"GO:0000166;GO:0017111"	NA	"Segkk652_pilon"	7299	9090
"comp12946_c0_seq1"	4.7541414541397e-05	"isogroup12946"	"Predicted coiled-coil protein"	NA	NA	"Segkk3554_pilon"	0	14452
"comp470_c0_seq1"	4.7652720650005e-05	"isogroup470"	"F0F1-type ATP synthase, beta subunit ; F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] E=2e-32"	"GO:0005524;GO:0015986;GO:0016469;GO:0046933;GO:0046961;GO:0006754;GO:0000166;GO:0017111;GO:0008553;GO:0016021;GO:0045255;GO:0003936"	"Energy production and conversion"	"Segkk2875_pilon"	80071	85373
"comp13092_c0_seq1"	4.78635781535347e-05	"isogroup13092"	"Uncharacterized conserved protein"	NA	NA	"Segkk4108_pilon"	176319	191224
"comp24108_c0_seq1"	4.83019091280133e-05	"isogroup24108"	"Transcription factor IIIC box B binding (alpha) subunit"	NA	"Transcription"	"Segkk1641_pilon"	80807	101784
"comp37317_c0_seq1"	4.8700883245449e-05	"isogroup37317"	"nuclear receptor co-repressor 1 E=3e-13"	NA	NA	"Segkk1302_pilon"	101873	106431
"comp49694_c0_seq1"	4.88443192515469e-05	"isogroup49694"	"Protein tyrosine phosphatase ; Down syndrome cell adhesion molecule E=3e-08"	"GO:0004725;GO:0006470;GO:0004721;GO:0005001"	"Signal transduction mechanisms"	"Segkk3822_pilon"	17501	22760
"comp80820_c0_seq1"	5.23041658476766e-05	"isogroup80820"	"uncharacterized protein E=1e-31"	NA	NA	"Segkk3578_pilon"	104682	106365
"comp42821_c0_seq1"	5.2663977066625e-05	"isogroup42821"	NA	NA	NA	"Segkk374_pilon"	119258	121411
"comp13055_c0_seq1"	5.48099398467321e-05	"isogroup13055"	"Asparaginase ; 60kDa lysophospholipase [EC:3.1.1.5 3.1.1.47 3.5.1.1] E=9e-36"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0006520;GO:0004622;GO:0003847;GO:0004067"	"Amino acid transport and metabolism"	"Segkk1424_pilon"	51859	63844
"comp22849_c0_seq1"	5.51313144964653e-05	"isogroup22849"	"FOG: Immunoglobin and related proteins ; neuronal growth regulator 1 E=4e-60"	NA	"Inorganic ion transport and metabolism"	"Segkk2574_pilon"	48629	65919
"comp52774_c0_seq1"	5.52616702573744e-05	"isogroup52774"	NA	NA	NA	"Segkk3718_pilon"	17704	18279
"comp7967_c0_seq1"	5.53600135644248e-05	"isogroup7967"	NA	NA	NA	"Segkk2322_pilon"	103951	121161
"comp10238_c0_seq1"	5.56284412390939e-05	"isogroup10238"	"folylpolyglutamate synthase [EC:6.3.2.17] E=1e-119"	"GO:0004326"	NA	"Segkk3361_pilon"	156419	170994
"comp28026_c0_seq1"	5.59106438968296e-05	"isogroup28026"	"Serine protease ; HtrA serine peptidase 1 [EC:3.4.21.-] E=1e-152"	"GO:0004295;GO:0006508;GO:0005515;GO:0004252;GO:0004289;GO:0008132;GO:0008243;GO:0008991;GO:0016808"	"Posttranslational modification, protein turnover, chaperones"	"Segkk1707_pilon"	163053	167748
"comp72121_c0_seq1"	5.64111998826282e-05	"isogroup72121"	NA	NA	NA	"Segkk1221_pilon"	2171	2333
"comp13872_c0_seq1"	5.76715549241249e-05	"isogroup13872"	NA	NA	NA	"Segkk2424_pilon"	127914	140501
"comp21465_c0_seq1"	5.76715549241249e-05	"isogroup21465"	"transformation/transcription domain-associated protein E=4e-47"	NA	NA	"Segkk1580_pilon"	65409	79182
"comp1413_c0_seq1"	5.7866287133471e-05	"isogroup1413"	"Peptidyl-prolyl cis-trans isomerase ; peptidyl-prolyl isomerase C (cyclophilin C) [EC:5.2.1.8] E=6e-40"	"GO:0006457;GO:0003755;GO:0004600;GO:0030051;GO:0042027;GO:0016018"	"Posttranslational modification, protein turnover, chaperones"	"Segkk123_pilon"	115701	134772
"comp50479_c0_seq1"	5.7866287133471e-05	"isogroup50479"	NA	NA	NA	"Segkk339_pilon"	38475	38754
"comp1652_c0_seq1"	5.8185967476342e-05	"isogroup1652"	"RRM motif-containing protein ; heterogeneous nuclear ribonucleoprotein M E=7e-09"	"GO:0003676"	"RNA processing and modification "	"Segkk905_pilon"	166890	171129
"comp23880_c0_seq1"	5.8185967476342e-05	"isogroup23880"	"RNA polymerase II, large subunit"	"GO:0003677;GO:0005665;GO:0006366;GO:0003899;GO:0005634;GO:0006350;GO:0003900;GO:0003901;GO:0003902"	"Transcription"	"Segkk3395_pilon"	69730	77770
"comp1410_c0_seq1"	5.92748362548045e-05	"isogroup1410"	"Splicing factor hnRNP-F and related RNA-binding proteins ; heterogeneous nuclear ribonucleoprotein F/H E=1e-143"	"GO:0003676"	"RNA processing and modification "	"Segkk3028_pilon"	18075	30248
"comp39967_c0_seq1"	6.1795054786245e-05	"isogroup39967"	NA	NA	NA	"Segkk2937_pilon"	7458	7862
"comp3366_c0_seq1"	6.25090812731253e-05	"isogroup3366"	"Predicted mutarotase ; aldose 1-epimerase [EC:5.1.3.3] E=1e-79"	"GO:0004034;GO:0006012"	"Carbohydrate transport and metabolism"	"Segkk3770_pilon"	63155	66602
"comp24642_c0_seq1"	6.2856829811902e-05	"isogroup24642"	NA	NA	NA	"Segkk301_pilon"	159144	159370
"comp10441_c0_seq1"	6.5100730630465e-05	"isogroup10441"	"Cdc4 and related F-box and WD-40 proteins ; F-box and WD-40 domain protein 2 E=5e-120"	"GO:0016905"	NA	"Segkk1362_pilon"	4261	16656
"comp36958_c0_seq1"	6.70561111309103e-05	"isogroup36958"	NA	NA	NA	"Segkk3565_pilon"	2223	2655
"comp23379_c0_seq1"	6.78492005262177e-05	"isogroup23379"	"Carboxylesterase and related proteins ; acetylcholinesterase [EC:3.1.1.7] E=2e-68"	"GO:0003824;GO:0004104;GO:0003990"	NA	"Segkk3904_pilon"	246108	249130
"comp4706_c0_seq1"	7.12910898296146e-05	"isogroup4706"	NA	NA	NA	"Segkk820_pilon"	222977	285258
"comp71253_c0_seq1"	7.14121500537212e-05	"isogroup71253"	"GABA receptor ; gamma-aminobutyric acid (GABA) receptor, invertebrate E=8e-13"	"GO:0004890;GO:0005216;GO:0006811;GO:0016020;GO:0005230;GO:0016021;GO:0045211;GO:0030594;GO:0006810"	"Signal transduction mechanisms"	"Segkk3048_pilon"	84796	86158
"comp6586_c0_seq1"	7.20571603368222e-05	"isogroup6586"	"Uncharacterized conserved protein"	NA	NA	"Segkk2596_pilon"	448731	457416
"comp41053_c0_seq1"	7.36974446039411e-05	"isogroup41053"	NA	NA	NA	"Segkk1958_pilon"	29212	34168
"comp12833_c0_seq1"	7.40850842068452e-05	"isogroup12833"	"Sodium-neurotransmitter symporter ; neurotransmitter:Na+ symporter, NSS family E=4e-60"	"GO:0005328;GO:0005887;GO:0006836;GO:0016020;GO:0007268"	"Signal transduction mechanisms"	"Segkk549_pilon"	30402	40638
"comp58721_c0_seq1"	7.64571541998331e-05	"isogroup58721"	"Protein tyrosine phosphatase ; protein tyrosine phosphatase, receptor type, D [EC:3.1.3.48] E=4e-33"	"GO:0005001"	"Signal transduction mechanisms"	"Segkk4267_pilon"	130054	179013
"comp24474_c0_seq1"	7.93557547215684e-05	"isogroup24474"	"Cytoplasmic Zn-finger protein BRAP2 (BRCA1 associated protein) ; BRCA1-associated protein [EC:6.3.2.19] E=7e-45"	"GO:0000151;GO:0004842;GO:0008270;GO:0016567"	NA	"Segkk3192_pilon"	135403	138207
"comp32175_c0_seq1"	8.07680996642957e-05	"isogroup32175"	"FOG: Reverse transcriptase"	NA	NA	"Segkk120_pilon"	23862	24218
"comp7937_c0_seq1"	8.2123702243568e-05	"isogroup7937"	"Uncharacterized conserved protein, contains C1, PH and RUN domains"	NA	"Signal transduction mechanisms"	"Segkk2194_pilon"	116480	134927
"comp39796_c0_seq1"	8.24395332424795e-05	"isogroup39796"	"Voltage-gated Ca2+ channels, alpha1 subunits"	"GO:0005261;GO:0006812;GO:0016020;GO:0005216;GO:0006811;GO:0007268"	"Signal transduction mechanisms"	"Segkk3183_pilon"	24989	26021
"comp814_c0_seq1"	8.34398658790053e-05	"isogroup814"	"Protein tyrosine phosphatase ; protein tyrosine phosphatase, receptor type, D [EC:3.1.3.48] E=3e-113"	"GO:0004725;GO:0006470;GO:0004721;GO:0006508;GO:0008237;GO:0008270;GO:0004727;GO:0005001"	"Signal transduction mechanisms"	"Segkk3851_pilon"	51633	61406
"comp19924_c0_seq1"	8.4119839035383e-05	"isogroup19924"	NA	NA	NA	"Segkk2716_pilon"	222089	222661
"comp2853_c0_seq1"	8.42285566902673e-05	"isogroup2853"	"interleukin 11 receptor alpha E=9e-47"	"GO:0004921"	NA	"Segkk3845_pilon"	67612	78175
"comp18999_c0_seq1"	8.68738816869946e-05	"isogroup18999"	NA	NA	NA	"Segkk2837_pilon"	53259	59051
"comp19905_c0_seq1"	8.96929623874793e-05	"isogroup19905"	NA	NA	NA	"Segkk4020_pilon"	97453	106028
"comp55090_c0_seq1"	9.337635484943e-05	"isogroup55090"	NA	NA	NA	"Segkk637_pilon"	27683	27999
"comp7972_c0_seq1"	9.40379593178899e-05	"isogroup7972"	NA	NA	NA	"Segkk3501_pilon"	52649	58129
"comp6476_c0_seq1"	9.40766832527267e-05	"isogroup6476"	"Cysteine dioxygenase CDO1 ; cysteine dioxygenase [EC:1.13.11.20] E=1e-123"	"GO:0005506;GO:0017172;GO:0046439"	"Amino acid transport and metabolism"	"Segkk2779_pilon"	100912	104824
"comp62641_c0_seq1"	9.54370104508854e-05	"isogroup62641"	NA	NA	NA	"Segkk3990_pilon"	2987	3266
"comp8203_c0_seq1"	9.57306213115144e-05	"isogroup8203"	"Uncharacterized conserved protein"	NA	NA	"Segkk3116_pilon"	20388	22941
"comp8817_c0_seq1"	0.000100194605006499	"isogroup8817"	"Ypt/Rab GTPase activating protein"	"GO:0004289;GO:0006508;GO:0000166;GO:0017111"	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk2302_pilon"	127912	170716
"comp55931_c0_seq1"	0.000100413230088838	"isogroup55931"	NA	NA	NA	"Segkk1263_pilon"	5256	10034
"comp4311_c0_seq1"	0.000101508794173591	"isogroup4311"	NA	NA	NA	"Segkk1735_pilon"	12643	59833
"comp5220_c0_seq1"	0.000104277743060149	"isogroup5220"	NA	NA	NA	"Segkk555_pilon"	188981	192107
"comp11532_c0_seq1"	0.000107892172343849	"isogroup11532"	"Ankyrin"	NA	"Cell wall/membrane/envelope biogenesis"	"Segkk1284_pilon"	25814	26900
"comp29043_c0_seq1"	0.000107961580011563	"isogroup29043"	NA	NA	NA	"Segkk524_pilon"	544228	548849
"comp21894_c0_seq1"	0.000109912448843259	"isogroup21894"	NA	NA	NA	"Segkk230_pilon"	145108	145754
"comp7535_c0_seq1"	0.000110303575792963	"isogroup7535"	NA	NA	NA	"Segkk3639_pilon"	12114	20945
"comp25477_c0_seq1"	0.000110749524701655	"isogroup25477"	"Dyneins, heavy chain ; dynein heavy chain, axonemal E=2e-85"	"GO:0000166;GO:0017111;GO:0003777;GO:0007018;GO:0030286;GO:0008567"	"Cytoskeleton"	"Segkk1892_pilon"	27170	51790
"comp7007_c0_seq1"	0.00011259571408118	"isogroup7007"	"Inositol polyphosphate 5-phosphatase, type I ; inositol-1,4,5-trisphosphate 5-phosphatase [EC:3.1.3.56] E=1e-126"	"GO:0004437;GO:0004445"	"Lipid transport and metabolism"	"Segkk4049_pilon"	13120	25340
"comp19453_c0_seq1"	0.000114932811954974	"isogroup19453"	"Projectin/twitchin and related proteins"	NA	"Cytoskeleton"	"Segkk943_pilon"	49864	52082
"comp25231_c0_seq1"	0.000115138883717159	"isogroup25231"	NA	NA	NA	"Segkk555_pilon"	50060	51444
"comp39185_c0_seq1"	0.000115326506941148	"isogroup39185"	"protein tyrosine phosphatase, receptor type, D [EC:3.1.3.48] E=3e-21"	"GO:0005001"	NA	"Segkk4267_pilon"	130695	180769
"comp85904_c0_seq1"	0.00012018271526851	"isogroup85904"	NA	NA	NA	"Segkk570_pilon"	9367	9568
"comp21677_c0_seq1"	0.00012052352646406	"isogroup21677"	"polyadenylate-binding protein E=3e-08"	NA	NA	"Segkk2814_pilon"	21706	24451
"comp20254_c0_seq1"	0.00012380857412264	"isogroup20254"	"kinesin light chain E=1e-05"	NA	NA	"Segkk253_pilon"	118015	127863
"comp1522_c0_seq1"	0.000130191538920578	"isogroup1522"	"Membrane component of ER protein translocation complex ; Kip1 ubiquitination-promoting complex protein 1 [EC:6.3.2.19] E=1e-17"	"GO:0008565;GO:0015031;GO:0016021;GO:0003924;GO:0003925"	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk2830_pilon"	8758	44351
"comp3070_c0_seq1"	0.000133684392957614	"isogroup3070"	"Transcriptional coactivator p100"	"GO:0003676"	"Transcription"	"Segkk2758_pilon"	333745	360879
"comp35433_c0_seq1"	0.000133684392957614	"isogroup35433"	NA	NA	NA	"Segkk3979_pilon"	266200	267876
"comp4351_c0_seq1"	0.000133684392957614	"isogroup4351"	"Carnitine O-acyltransferase CPTI ; carnitine O-acetyltransferase [EC:2.3.1.7] E=2e-82"	"GO:0008415;GO:0004095;GO:0004092;GO:0004093;GO:0004094"	"Lipid transport and metabolism"	"Segkk3106_pilon"	268	22900
"comp19755_c0_seq1"	0.000133856835209665	"isogroup19755"	"Nuclear protein export factor"	NA	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk2410_pilon"	117910	142309
"comp15456_c0_seq1"	0.000136957161891979	"isogroup15456"	"Uncharacterized conserved protein"	NA	NA	"Segkk4290_pilon"	16184	25659
"comp12328_c0_seq1"	0.000142574549503629	"isogroup12328"	"FOG: Zn-finger ; F-box and WD-40 domain protein 7 E=2e-18"	"GO:0016251"	NA	"Segkk438_pilon"	116879	126454
"comp23082_c0_seq1"	0.000144599373756931	"isogroup23082"	"DEAD-box like helicase ; endoribonuclease Dicer [EC:3.1.26.-] E=3e-169"	"GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0000810;GO:0004787;GO:0008722;GO:0008758;GO:0008796;GO:0008828;GO:0016462;GO:0016818;GO:0019176;GO:0019177"	NA	"Segkk937_pilon"	24683	29721
"comp2400_c0_seq1"	0.000146616156644381	"isogroup2400"	"Molecular chaperone (DnaJ superfamily) ; DnaJ homolog subfamily B member 6 E=4e-38"	"GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077"	"Posttranslational modification, protein turnover, chaperones"	"Segkk3690_pilon"	31687	40831
"comp9122_c0_seq1"	0.000146616156644381	"isogroup9122"	"Aspartyl protease ; beta-site APP-cleaving enzyme 1 (memapsin 2) [EC:3.4.23.46] E=1e-178"	"GO:0004194;GO:0006508;GO:0004190"	"Posttranslational modification, protein turnover, chaperones"	"Segkk1988_pilon"	109313	114259
"comp19849_c0_seq1"	0.000149181435589912	"isogroup19849"	"Basement membrane-specific heparan sulfate proteoglycan (HSPG) core protein"	NA	"Posttranslational modification, protein turnover, chaperones"	"Segkk2109_pilon"	452466	458551
"comp36034_c0_seq1"	0.000149181435589912	"isogroup36034"	NA	NA	NA	"Segkk3297_pilon"	32420	33609
"comp6430_c0_seq1"	0.000149181435589912	"isogroup6430"	"Molecular chaperone (DnaJ superfamily) ; DnaJ homolog subfamily C member 3 E=3e-113"	"GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077"	"Posttranslational modification, protein turnover, chaperones"	"Segkk143_pilon"	3890	13164
"comp19785_c0_seq1"	0.000151634008204936	"isogroup19785"	"BTK-associated SH3-domain binding protein SAB"	NA	"Signal transduction mechanisms"	"Segkk4303_pilon"	123797	125942
"comp30664_c0_seq1"	0.000151634008204936	"isogroup30664"	NA	NA	NA	"Segkk1834_pilon"	21241	30146
"comp23322_c0_seq1"	0.000153010779736244	"isogroup23322"	"Lipoate-protein ligase A ; lipoyltransferase 1 E=9e-47"	"GO:0003824;GO:0006464"	"Coenzyme transport and metabolism"	"Segkk1755_pilon"	60272	72471
"comp32403_c0_seq1"	0.000153010779736244	"isogroup32403"	"Nidogen and related basement membrane protein proteins ; thyroglobulin E=3e-13"	NA	"Cell wall/membrane/envelope biogenesis"	"Segkk1692_pilon"	47563	49582
"comp54007_c0_seq1"	0.000153010779736244	"isogroup54007"	NA	NA	NA	"Segkk2182_pilon"	66707	67696
"comp6037_c0_seq1"	0.000153010779736244	"isogroup6037"	"Predicted molecular chaperone, contains DnaJ domain"	"GO:0006950;GO:0033554;GO:0061077"	"Posttranslational modification, protein turnover, chaperones"	"Segkk2109_pilon"	111885	127071
"comp15722_c0_seq1"	0.000157108995473593	"isogroup15722"	"Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes ; kelch-like protein 18 E=4e-157"	"GO:0005515"	"Signal transduction mechanisms"	"Segkk389_pilon"	396492	407567
"comp41747_c0_seq1"	0.000157108995473593	"isogroup41747"	"FOG: Transposon-encoded proteins with TYA, reverse transcriptase, integrase domains in various combinations ; putative transposase E=1e-12"	NA	NA	"Segkk1322_pilon"	23754	24598
"comp11628_c0_seq1"	0.00016600821427629	"isogroup11628"	"LAMMER dual specificity kinases"	"GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605"	"Signal transduction mechanisms"	"Segkk4217_pilon"	35414	36991
"comp21455_c0_seq1"	0.000169389716435667	"isogroup21455"	"RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH, subunit SSL1 ; transcription initiation factor TFIIH subunit 2 E=6e-107"	"GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0005634;GO:0006281;GO:0003676;GO:0003700;GO:0045449;GO:0016251"	"Transcription"	"Segkk2782_pilon"	156904	167079
"comp46593_c0_seq1"	0.00017324051108718	"isogroup46593"	"Involved in anesthetic response in C.elegans"	NA	NA	"Segkk2751_pilon"	69227	70168
"comp50279_c0_seq1"	0.000175474026972442	"isogroup50279"	"Copine"	NA	"Signal transduction mechanisms"	"Segkk4066_pilon"	32673	33370
"comp63364_c0_seq1"	0.000177472006986559	"isogroup63364"	"Low-density lipoprotein receptors containing Ca2+-binding EGF-like domains ; low density lipoprotein-related protein 2 E=6e-36"	"GO:0016020;GO:0005509"	"Signal transduction mechanisms"	"Segkk56_pilon"	4090	7923
"comp93189_c0_seq1"	0.00017785348301903	"isogroup93189"	NA	NA	NA	"Segkk1478_pilon"	337285	337567
"comp38936_c0_seq1"	0.000178194399663509	"isogroup38936"	NA	NA	NA	"Segkk3644_pilon"	84496	84995
"comp46385_c0_seq1"	0.000185179382452391	"isogroup46385"	NA	NA	NA	"Segkk1321_pilon"	1004	3197
"comp12678_c0_seq1"	0.0001881841447128	"isogroup12678"	NA	NA	NA	"Segkk3957_pilon"	91234	93761
"comp58086_c0_seq1"	0.0001881841447128	"isogroup58086"	NA	NA	NA	"Segkk2196_pilon"	43483	47460
"comp10326_c0_seq1"	0.000195492349848564	"isogroup10326"	"Radixin, moesin and related proteins of the ERM family"	"GO:0005856;GO:0005737;GO:0008092;GO:0016020;GO:0004725;GO:0004727"	NA	"Segkk1295_pilon"	116521	124327
"comp13675_c0_seq1"	0.00020128810845879	"isogroup13675"	"Structural maintenance of chromosome protein 4 (chromosome condensation complex Condensin, subunit C) ; structural maintenance of chromosome 1 E=1e-94"	"GO:0005524;GO:0005694;GO:0051276;GO:0016887;GO:0005515;GO:0008570"	"Cell cycle control, cell division, chromosome partitioning"	"Segkk120_pilon"	5697	90457
"comp7571_c0_seq1"	0.00020128810845879	"isogroup7571"	"Histone acetyltransferase SAGA/ADA, catalytic subunit PCAF/GCN5 and related proteins ; histone acetyltransferase [EC:2.3.1.48] E=9e-76"	"GO:0040029;GO:0016570"	"Chromatin structure and dynamics"	"Segkk1797_pilon"	61448	78629
"comp59086_c0_seq1"	0.000202899324257852	"isogroup59086"	NA	NA	NA	"Segkk3976_pilon"	14712	15365
"comp12277_c0_seq1"	0.000203013756687483	"isogroup12277"	"Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs ; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1] E=2e-116"	"GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674"	"Signal transduction mechanisms"	"Segkk3035_pilon"	18011	26663
"comp31803_c0_seq1"	0.000208524078660639	"isogroup31803"	NA	NA	NA	"Segkk2777_pilon"	40848	55709
"comp3094_c0_seq1"	0.000209173027737331	"isogroup3094"	"Zn-finger transcription factor ; protein inhibitor of activated STAT E=3e-71"	"GO:0008270;GO:0019789"	"Transcription"	"Segkk470_pilon"	128756	140959
"comp7576_c0_seq1"	0.000211282321299128	"isogroup7576"	"pre-rRNA-processing protein TSR1 E=8e-22"	NA	NA	"Segkk1773_pilon"	4187	6950
"comp37182_c0_seq1"	0.000212767087403059	"isogroup37182"	NA	NA	NA	"Segkk2633_pilon"	88155	88458
"comp7741_c0_seq1"	0.000221254032302218	"isogroup7741"	"FOG: RRM domain ; heterogeneous nuclear ribonucleoprotein A1/A3 E=3e-127"	"GO:0003676"	NA	"Segkk1396_pilon"	30936	37606
"comp26062_c0_seq1"	0.000226939084357612	"isogroup26062"	"Ribosome recycling factor"	"GO:0006412"	"Translation, ribosomal structure and biogenesis"	"Segkk4244_pilon"	3167	11168
"comp41188_c0_seq1"	0.000226971493578099	"isogroup41188"	NA	NA	NA	"Segkk936_pilon"	5214	5535
"comp18087_c0_seq1"	0.000230597483067219	"isogroup18087"	NA	NA	NA	"Segkk3637_pilon"	69504	77383
"comp40275_c0_seq1"	0.000232252403582097	"isogroup40275"	"Amino acid transporters"	"GO:0005179;GO:0005576;GO:0005279;GO:0006865;GO:0016020"	"Amino acid transport and metabolism"	"Segkk1771_pilon"	86667	88456
"comp46318_c0_seq1"	0.000232252403582097	"isogroup46318"	"Serine palmitoyltransferase ; serine palmitoyltransferase [EC:2.3.1.50] E=7e-48"	"GO:0008152;GO:0016740;GO:0009058;GO:0016769;GO:0004758;GO:0017059"	"Posttranslational modification, protein turnover, chaperones"	"Segkk3741_pilon"	150360	159510
"comp22275_c0_seq1"	0.000236702932005623	"isogroup22275"	"Uncharacterized conserved protein"	"GO:0005554"	NA	"Segkk1831_pilon"	7993	10720
"comp27549_c0_seq1"	0.00023837418193874	"isogroup27549"	"Protein disulfide isomerase (prolyl 4-hydroxylase beta subunit) ; protein disulfide-isomerase A4 [EC:5.3.4.1] E=3e-15"	"GO:0005489;GO:0006118;GO:0003756"	"Posttranslational modification, protein turnover, chaperones"	"Segkk1050_pilon"	47990	66562
"comp4929_c0_seq1"	0.000241907490640074	"isogroup4929"	"DNA polymerase epsilon subunit 4 [EC:2.7.7.7] E=2e-60"	"GO:0003893"	NA	"Segkk2189_pilon"	20131	28611
"comp40461_c0_seq1"	0.000245096280876299	"isogroup40461"	NA	NA	NA	"Segkk1597_pilon"	51304	56329
"comp2301_c0_seq1"	0.000247977089359027	"isogroup2301"	"GTPase Rab21, small G protein superfamily ; Ras-related protein Rab-21 E=1e-70"	"GO:0005525;GO:0007264;GO:0006886;GO:0008152;GO:0016491;GO:0015031"	NA	"Segkk3987_pilon"	190173	197811
"comp9335_c0_seq1"	0.000249346318387498	"isogroup9335"	"Serine/threonine protein kinase ; WNK lysine deficient protein kinase [EC:2.7.11.1] E=1e-37"	"GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605"	NA	"Segkk2548_pilon"	43014	61766
"comp13820_c0_seq1"	0.000253866237531864	"isogroup13820"	"mRNA cleavage and polyadenylation factor II complex, BRR5 (CPSF subunit) ; cleavage and polyadenylation specificity factor subunit 3 [EC:3.1.27.-] E=2e-11"	"GO:0005003;GO:0005524;GO:0016020"	"RNA processing and modification "	"Segkk1436_pilon"	0	41779
"comp64261_c0_seq1"	0.000253866237531864	"isogroup64261"	"Structure-specific endonuclease ERCC1-XPF, ERCC1 component ; fanconi anemia-associated protein E=2e-26"	NA	"Replication, recombination and repair"	"Segkk1380_pilon"	74931	90904
"comp23403_c0_seq1"	0.000255310513321958	"isogroup23403"	NA	NA	NA	"Segkk2657_pilon"	465	737
"comp2111_c0_seq1"	0.0002571338687664	"isogroup2111"	NA	NA	NA	"Segkk1432_pilon"	53799	112593
"comp5873_c0_seq1"	0.0002571338687664	"isogroup5873"	"Mitochondrial matrix protein frataxin, involved in Fe/S protein biosynthesis"	"GO:0005739;GO:0006879"	"Inorganic ion transport and metabolism"	"Segkk736_pilon"	15898	21902
"comp88236_c0_seq1"	0.0002571338687664	"isogroup88236"	"maltase-glucoamylase [EC:3.2.1.20 3.2.1.3] E=2e-58"	"GO:0004558;GO:0004339"	NA	"Segkk2359_pilon"	32483	32760
"comp4485_c0_seq1"	0.000257291476522743	"isogroup4485"	"Extracellular protein SEL-1 and related proteins"	NA	"Posttranslational modification, protein turnover, chaperones"	"Segkk1295_pilon"	168391	174114
"comp7281_c0_seq1"	0.00026242141621964	"isogroup7281"	"Calcium/calmodulin-dependent serine protein kinase/membrane-associated guanylate kinase ; membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5) E=1e-71"	"GO:0005515;GO:0004684;GO:0004685;GO:0005954"	"Signal transduction mechanisms"	"Segkk2624_pilon"	28028	52654
"comp4793_c0_seq1"	0.000262826402019855	"isogroup4793"	NA	NA	NA	"Segkk3179_pilon"	239753	248258
"comp50235_c0_seq1"	0.00026764551922244	"isogroup50235"	NA	NA	NA	"Segkk704_pilon"	1889	3624
"comp7939_c0_seq1"	0.000269439947792796	"isogroup7939"	NA	NA	NA	"Segkk1612_pilon"	46130	46461
"comp13506_c0_seq1"	0.000274303725079734	"isogroup13506"	NA	NA	NA	"Segkk3167_pilon"	176668	179837
"comp28088_c0_seq1"	0.000274303725079734	"isogroup28088"	"Uncharacterized conserved protein"	NA	NA	"Segkk2200_pilon"	30936	110866
"comp27839_c0_seq1"	0.00027875491507657	"isogroup27839"	"cell division cycle 20-like protein 1, cofactor of APC complex E=2e-47"	"GO:0051301"	NA	"Segkk1322_pilon"	18528	20141
"comp10155_c0_seq1"	0.000279070988648699	"isogroup10155"	"Serine/threonine protein kinase ; NIMA (never in mitosis gene a)-related kinase [EC:2.7.11.1] E=1e-94"	"GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605"	NA	"Segkk1819_pilon"	72350	96858
"comp35498_c0_seq1"	0.000279134427043468	"isogroup35498"	"ATP-dependent DNA helicase ; ATP-dependent DNA helicase Q5 [EC:3.6.4.12] E=9e-126"	"GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0006259"	"Replication, recombination and repair"	"Segkk1430_pilon"	45224	59170
